OTU,ARMS_Gdynia_GDY1_20190619_20191029_MF100_r1,ARMS_Gdynia_GDY1_20190619_20191029_SF38_r1,ARMS_Crete_1HERP_20180928_20190128_MF125_DMSO_r1,ARMS_Crete_1HERP_20180928_20190128_MF125_ETOH_r1,ARMS_Bodo_GStraB_20190621_20201207_MF100_r1,ARMS_Bodo_GStraB_20190621_20201207_MF500_r1,ARMS_Bodo_GStraB_20190621_20201207_SF50_A_r1,ARMS_Bodo_GStraM_20190621_20201207_MF100_r1,ARMS_Bodo_GStraM_20190621_20201207_MF500_r1,ARMS_Bodo_GStraM_20190621_20201207_SF50_A_r1,ARMS_Vigo_TorallaC_20190625_20191014_SF40_r1,ARMS_Limfjord_Green33_20191029_20201110_MF100_r1,ARMS_Limfjord_Green33_20191029_20201110_MF500_r1,ARMS_Limfjord_Green33_20191029_20201110_SF40_r1,ARMS_Limfjord_Red2_20191029_20201110_MF100_r1,ARMS_Limfjord_Red2_20191029_20201110_MF500_r1,ARMS_Limfjord_Red2_20191029_20201110_SF40_r1,Classification,TAXON:NCBI_TAX_ID
Otu27,0,0,0,0,0,0,0,0,0,0,0,6,1757,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Teleostei;NA;NA;NA;NA;NA,Teleostei:32443
Otu1339,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Excavata;Discoba;Euglenida;Petalomonadida;Eupetalomonads;NA;NA;NA;NA,Petalomonadida:2570648
Otu1332,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;Desmothoracida;Clathrulinidae;NA;NA;NA;NA,Clathrulinidae:238764
Otu1333,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Amoebozoa;Lobosa;Stygamoebida;Vermistella-lineage;NA;NA;NA;NA;NA,Stygamoebida:1485089
Otu1334,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;NA;NA;NA;NA;NA,Cryptomycota:1031332
Otu1335,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;NA;NA;NA;NA,Chytridiomycetes:451435
Otu1337,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Caenogastropoda;Hydrobia;ulvae;NA;Hydrobia_ulvae,Hydrobia_ulvae:179961
Otu789,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Ascetosporea;Paradinida;Paradinidae;NA;NA;NA;NA,Endomyxa-Ascetosporea:1871466
Otu782,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;Paulinellidae;Paulinella;NA;NA;NA,Paulinella:39716
Otu781,0,0,0,0,6,5,0,0,3,4,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;NA;NA;NA;NA,Porosporidae:947094
Otu780,0,0,0,0,6,0,0,4,0,0,0,4,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Lichomolgus;NA;NA;NA,Lichomolgus:1109203
Otu786,0,0,0,0,2,6,2,1,4,5,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Chrysomerophyceae;Giraudyopsis;stellifera;NA;NA;NA;Giraudyopsis_stellifera,Giraudyopsis_stellifera:45653
Otu785,0,0,0,0,0,6,4,0,4,1,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;X;NA;NA;NA,Sordariomycetes:147550
Otu784,3,0,0,0,0,6,0,3,5,6,0,0,1,0,0,0,2,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Pseudoperkinsidae;NA;NA;NA;NA,Pseudoperkinsidae:2586436
Otu1024,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu1025,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Gregarinidae;Gregarina3;NA;NA;NA,Gregarinidae:35088
Otu1026,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;NA;NA;NA;NA;NA;NA;NA,Cercozoa:136419
Otu1020,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;NA;NA;NA;NA,Saccharomycetales:4892
Otu1021,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA,Dinoflagellata:2864
Otu1022,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Scotinosphaera;NA;NA;NA;NA;NA;NA,Scotinosphaera:1199100
Otu1023,0,0,0,0,0,3,0,0,6,0,0,0,0,2,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Adeleidae;Adelina;NA;NA;NA,Adelina:203141
Otu545,2,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Platynereis;dumerilii;NA;NA;NA;Platynereis_dumerilii,Platynereis_dumerilii:6359
Otu544,8,13,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Vaginicolidae;NA;NA;NA;NA,Vaginicolidae:168252
Otu547,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;NA;NA;NA;NA;NA;NA;NA,Metazoa:33208
Otu546,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;NA;NA;NA;NA,Sordariomycetes:147550
Otu543,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;Nitzschia;NA;NA;NA;NA,Nitzschia:2857
Otu542,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Enoplea;NA;NA;NA;NA;NA,Enoplea:119088
Otu765,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;NA;NA;NA;NA;NA,Chromadorea:119089
Otu764,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu767,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Pseudoperkinsidae;Anurofeca;NA;NA;NA,Anurofeca:88712
Otu766,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Ammoniidae;NA;NA;NA;NA,Rotaliida:29185
Otu760,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;NA;NA;NA;NA;NA;NA;NA,Cercozoa:136419
Otu763,7,5,0,0,0,11,7,3,6,0,0,1,2,6,0,4,4,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu762,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Craspedida;Salpingoecidae;NA;NA;NA;NA,Salpingoecidae:81529
Otu949,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Blastocladiomycota;Blastocladiomycotina;Blastocladiomycetes;NA;NA;NA;NA,Blastocladiomycetes:451460
Otu948,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu769,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Peronosporales;NA;NA;NA;NA;NA,Peronosporales:4776
Otu307,0,0,0,0,2,35,22,1,60,16,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Selenidium1;NA;NA;NA;NA;NA,Apicomplexa:5794
Otu306,0,0,0,0,27,0,0,38,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu305,3,8,0,0,1,2,39,5,2,14,0,1,0,9,0,0,0,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;NA;NA;NA;NA;NA;NA,Oomycota:4762
Otu304,0,0,0,0,0,5,0,1,2,0,0,0,0,47,2,0,4,Main genome;Eukaryota;Stramenopiles;Sagenista;MAST-6;NA;NA;NA;NA;NA;NA,MAST-6:29322
Otu302,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Rotifera;NA;NA;NA;NA;NA;NA,Rotifera:10190
Otu301,14,39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Main genome;Eukaryota;Rhizaria;Foraminifera;NA;NA;NA;NA;NA;NA;NA,Foraminifera:29178
Otu300,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu309,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Notomastus;latericeus;NA;NA;NA;Notomastus_latericeus,Notomastus_latericeus:167831
Otu308,0,0,0,0,5,0,0,2,0,0,0,22,14,0,56,34,1,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;NA;NA;NA;NA;NA,Polar-centric-Mediophyceae:589449
Otu163,150,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;NA;NA;NA;NA;NA;NA,Florideophyceae:2806
Otu162,165,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Heterotrichea;Stentoridae;Stentor;NA;NA;NA;NA,Stentor:5962
Otu161,0,0,0,0,19,2,0,160,1,1,0,0,0,0,0,0,1,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Arenicola;NA;NA;NA;NA;NA,Arenicola:6343
Otu160,364,217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Radial-centric-basal-Coscinodiscophyceae;Melosira;NA;NA;NA;NA,Melosira:35124
Otu167,0,0,0,141,14,0,0,69,0,0,0,4,0,0,5,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu166,0,0,0,0,6,107,0,1,149,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;Cephaloidophora;NA;NA;NA,Cephaloidophora:947084
Otu165,142,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Rhabdocoela;NA;NA;NA;NA,Rhabdocoela:27901
Otu164,202,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Radial-centric-basal-Coscinodiscophyceae;NA;NA;NA;NA;NA,Radial-centric-basal-Coscinodiscophyceae:33836
Otu169,20,1,0,0,149,0,0,49,0,0,0,19,0,0,10,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Paramenophia;NA;NA;NA,Paramenophia:512235
Otu168,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,Ascidiacea:7713
Otu1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu1682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Holostichidae;Holosticha;NA;NA;NA,Holosticha:57504
Otu1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Abeoformidae;MAIP;NA;NA;NA,Ichthyosporea:127916
Otu1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Euryte;NA;NA;NA,Euryte:298417
Otu1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Zoothamniidae;Zoothamnium;NA;NA;NA,Zoothamnium:168256
Otu1031,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Ventrifissuridae;NA;NA;NA;NA,Ventrifissuridae:1938506
Otu72,12,7,0,0,8,43,0,5,164,53,0,11,0,173,2,0,986,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu73,0,0,0,0,19,1,573,2,0,540,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Corallinales;NA;NA;NA;NA;NA,Corallinales:31395
Otu70,0,0,0,603,82,0,0,6,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Argestigens;NA;NA;NA,Argestigens:512212
Otu71,1,0,0,0,17,590,35,9,375,12,0,0,0,0,0,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu1529,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida;Paracercomonadidae;Paracercomonas;NA;NA;NA,Paracercomonas:372085
Otu1528,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Drosophila;NA;NA;NA,Drosophila:32281
Otu74,13,26,0,17,3,1,223,2,0,660,0,2,0,0,3,5,1,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;NA;NA;NA;NA;NA,Hypotrichia:5934
Otu75,0,0,0,0,5,97,43,6,36,575,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;Phaeophila;NA;NA;NA;NA,Phaeophila:262508
Otu1525,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;NA;NA;NA;NA;NA;NA,Oomycota:4762
Otu1524,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Pterioida-Pterioidea;NA;NA;NA;NA,Pterioida-Pterioidea:50424
Otu1527,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;NA;NA;NA;NA,Chytridiomycetes:451435
Otu1526,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu1521,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,Main genome;Eukaryota;Archaeplastida;Prasinodermophyta;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;Prasinoderma;NA;NA;NA,Prasinoderma:156132
Otu1520,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;NA;NA;NA;NA;NA;NA,Oomycota:4762
Otu1523,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;NA;NA;NA;NA,Eurotiomycetes:147545
Otu36,3,0,0,0,0,0,0,0,1704,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;NA;NA;NA;NA;NA,Crustacea:6657
Otu1560,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;Oblongichytrium;NA;NA;NA,Oblongichytrium:420539
Otu551,0,0,0,0,1,11,0,1,13,0,2,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;NA;NA;NA;NA,Porosporidae:947094
Otu34,0,0,0,0,0,0,1755,0,0,0,0,6,9,6,3,7,2,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;NA;NA;NA;NA;NA,Suctoria:39462
Otu952,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Enoplea;Halalaimus;NA;NA;NA;NA,Halalaimus:560183
Otu35,0,0,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Stenhelia;NA;NA;NA,Stenhelia:512249
Otu953,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Sey055-lineage;NA;NA;NA;NA,Vampyrellida:1367446
Otu1565,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;NA;NA;NA;NA,Eurotiomycetes:147545
Otu950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;NA;NA;NA;NA;NA,Ventricleftida:1938500
Otu33,0,0,0,0,0,0,0,0,0,0,0,18,0,1791,2,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Rhabdocoela;Phonorhynchus;NA;NA;NA,Phonorhynchus:162282
Otu30,2159,246,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu956,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;NA;NA;NA;NA;NA;NA,Phaeophyceae:2870
Otu31,1970,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadoridae;Punctodora;NA;NA;NA,Punctodora:647164
Otu1239,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;Ovulinatidae;Ovulinata;NA;NA;NA,Ovulinata:985830
Otu954,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;NA;NA;NA;NA;NA,Cryptomycota:1031332
Otu1230,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;NA;NA;NA;NA;NA;NA;NA;NA,Alveolata:33630
Otu1232,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;NA;NA;NA;NA;NA,Cryptomycota:1031332
Otu1235,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Paraschneideria;metamorphosa;NA;Paraschneideria_metamorphosa,Paraschneideria_metamorphosa:650286
Otu1237,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;NA;NA;NA;NA,Vampyrellida:1367446
Otu1236,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Excavata;Metamonada;Preaxostyla;NA;NA;NA;NA;NA;NA,Preaxostyla:2662611
Otu891,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Hydroides;trivesiculosus;NA;NA;NA;Hydroides_trivesiculosus,Hydroides_trivesiculosus:3034647
Otu890,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Haliphthorales;NA;NA;NA;NA;NA,Oomycota:4762
Otu897,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Foraminifera;Tubothalamea;NA;NA;NA;NA;NA;NA,Foraminifera:29178
Otu896,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,Main genome;Eukaryota;Rhizaria;Foraminifera;Monothalamids;Vanhoeffenella;NA;NA;NA;NA;NA,Vanhoeffenella:212486
Otu895,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;NA;NA;NA;NA;NA,Chromadorea:119089
Otu894,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;NA;NA;NA;NA,Porosporidae:947094
Otu1305,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;NA;NA;NA;NA;NA;NA;NA,Cercozoa:136419
Otu1304,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;NA;NA;NA;NA;NA,Apicomplexa:5794
Otu1307,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;EUG3;NA;NA;NA;NA,Eugregarinorida:35087
Otu1306,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;Eolimna;NA;NA;NA;NA,Eolimna:137465
Otu1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Novel-Clade-2;NA;NA;NA;NA;NA,Filosa-Imbricatea:1736114
Otu1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;NA;NA;NA;NA;NA,Syndiniales:88547
Otu1303,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Endogenida;NA;NA;NA;NA,Endogenida:163662
Otu1302,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Hacrobia;Centroheliozoa;NA;NA;NA;NA;NA;NA;NA,Centroheliozoa:193537
Otu1309,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Heterotrichea;NA;NA;NA;NA;NA;NA,Heterotrichea:194287
Otu1308,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Amphifilida;Amphifilaceae;NA;NA;NA;NA,Amphifilaceae:1678346
Otu579,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,5,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa;Opercularella;NA;NA;NA;NA,Opercularella:314530
Otu1013,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Ascetosporea;Haplosporida;NA;NA;NA;NA;NA,Haplosporida:31291
Otu1012,0,3,0,0,3,1,0,0,7,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;NA;NA;NA;NA;NA;NA,Oomycota:4762
Otu1015,1,1,0,0,0,4,0,1,8,4,0,1,0,2,0,0,3,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;NA;NA;NA;NA;NA,Pezizomycotina:147538
Otu1017,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;Crustomastix;NA;NA;NA,Crustomastix:195966
Otu1016,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
