Country,ObservatoryID,UnitID,DateDeployed,DateCollected,EventID,MaterialSampleID,FieldReplicate,Fraction,Preservative,SequencingRunRepeat,SequencingRunComment,Filter,CrateCover,Number of images,Sequences available,SampleRep
FIN,TZS,Spikarna,2018-07-11,2018-11-07,ARMS_TZS_Spikarna_20180711_20181107_r1_s1,ARMS_TZS_Spikarna_20180711_20181107_MF500_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,500,not provided,111,COI; ITS; 18S,s1
ESP,Getxo,G2,2019-06-24,2019-10-16,ARMS_Getxo_G2_20190624_20191016_r1_s1,ARMS_Getxo_G2_20190624_20191016_SF40,ARMS_Getxo_G_20190624_20191016,Sessile,DMSO,first sequencing run,Not provided,40,no,121,COI; 18S,s1
ISR,Eilat,Katza2,2021-03-22,2022-03-22,ARMS_Eilat_Katza2_20210322_20220322_r1_s2,ARMS_Eilat_Katza2_20210322_20220322_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,0,,s2
FIN,TZS,Angbat,2021-06-09,2022-06-30,ARMS_TZS_Angbat_20210609_20220630_r1_s1,ARMS_TZS_Angbat_20210609_20220630_MF500_ETOH,no replicate,Motile,ETOH,first sequencing run,Not provided,500,Not provided,0,,s1
NOR,Svalbard,S1C,2020-08-06,2022-08-03,ARMS_Svalbard_S1C_20200806_20220803_r1_s1,ARMS_Svalbard_S1C_20200806_20220803_MF100_DMSO,ARMS_Svalbard_S1_20200805_20220729,Motile,DMSO,first sequencing run,Not provided,100,Not provided,195,,s1
GRC,Crete,1HERP,2019-06-12,2020-02-10,ARMS_Crete_1HERP_20190612_20200210_r1_s1,ARMS_Crete_1HERP_20190612_20200210_SF,no replicate,Sessile,Frozen,first sequencing run,Not provided,N/A (No filter was used),yes,157,COI; ITS; 18S,s1
ITA,AdriaticEastCoast,Ven3,2021-06-23,2022-07-13,ARMS_AdriaticEastCoast_VEN3_20210623_20220713_r1_s1,ARMS_AdriaticEastCoast_VEN3_20210623_20220713_MF100,ARMS_AdriaticEastCoast_VEN_20210623_20220713,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
GBR,Rothera,SouthCove1,2019-08-29,2022-02-21,ARMS_Rothera_SouthCove_20190829_20220221_r2_s2,ARMS_Rothera_SouthCove_20190829_20220221_SF,no replicate,Sessile,DMSO,second sequencing run (repeat),Not provided,not provided,Not provided,0,,s2
SWE,Koster,VH3,2019-05-27,2020-07-16,ARMS_Koster_VH3_20190527_20200716_r1_s1,ARMS_Koster_VH3_20190527_20200716_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,31,COI; ITS; 18S,s1
ISR,Eilat,Katza3,2021-03-22,2022-03-25,ARMS_Eilat_Katza3_20210322_20220325_r1_s1,ARMS_Eilat_Katza3_20210322_20220325_SF,no replicate,Sessile,DMSO,first sequencing run,Not provided,not provided,not provided,0,,s1
SVN,GulfOfPiran,LukaKP,2021-10-27,2022-02-28,ARMS_GulfOfPiran_LukaKP_20211027_20220228_r1_s1,ARMS_GulfOfPiran_LukaKP_20211027_20220228_SF500,no replicate,Sessile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
BEL,BelgiumCoast,CPOWERB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPOWERB_20210623_20220622_r2_s1,ARMS_BelgiumCoast_CPOWERB_20210623_20220622_MF100,no replicate,Motile,DMSO,second sequencing run (repeat),Not provided,100,Not provided,0,,s1
BEL,BelgiumCoast,BirkenfelsA,2020-06-17,2021-03-09,ARMS_BelgiumCoast_BirkenfelsA_20200617_20210309_r1_s1,ARMS_BelgiumCoast_BirkenfelsA_20200617_20210309_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,no,19,COI; 18S,s1
Belgium,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF100_1,Not provided,motile fraction,Not provided,Not provided,Not provided,100,Not provided,0,,Not provided
BEL,BelgiumCoast,AJJC81,2020-05-06,2020-10-12,ARMS_BelgiumCoast_AJJC81_20200506_20201012_r1_s1,ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,no,37,COI; ITS; 18S,s1
SVN,GulfOfPiran,LukaKP,2021-06-22,2021-10-27,ARMS_GulfOfPiran_LukaKP_20210622_20211027_r1_s1,ARMS_GulfOfPiran_LukaKP_20210622_20211027_MF40_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,40,not provided,0,COI; 18S,s1
NOR,Svalbard,S1,2018-07-06,2019-08-06,ARMS_Svalbard_S1_20180706_20190806_r2_s1,ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH,no replicate,Motile,EtOH,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,100,not provided,197,,s1
BEL,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF100_3,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
ESP,Vigo,TorallaA,2019-06-25,2019-10-14,ARMS_Vigo_TorallaA_20190625_20191014_r2_s1,ARMS_Vigo_TorallaA_20190625_20191014_MF500,ARMS_Vigo_Toralla_20190625_20191014,Motile,DMSO,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,500,not provided,21,COI; 18S,s1
ITA,RavMarina,RAVM,2021-04-22,2021-07-22,ARMS_RavMarina_RavM2_20210422_20210722_r1_s1,ARMS_RavMarina_RavM2_20210422_20210722_MF100,ARMS_RavMarina_RavM_20210422_20210722,Motile,DMSO,first sequencing run,Not provided,100,not provided,21,COI; 18S,s1
GBR,Plymouth,MBA1B,2019-07-16,2019-09-18,ARMS_Plymouth_MBA1B_20190716_20190918_r1_s1,ARMS_Plymouth_MBA1B_20190716_20190918_MF100,ARMS_Plymouth_MBA1_20190716_20190916,Motile,DMSO,first sequencing run,Not provided,100,not provided,25,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPowerA,2022-06-22,2023-09-05,ARMS_BelgiumCoast_CPowerA_20220622_20230905,ARMS_BelgiumCoast_CPowerA_20220622_20230905_SF40_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
ISR,Eilat,NR3,2020-12-27,2022-01-05,ARMS_Eilat_NR3_20201227_20220105_r1_s2,ARMS_Eilat_NR3_20201227_20220105_SF,EMOBON_Eilat_NR_20201227_20211229,Sessile,DMSO,first sequencing run,Not provided,not provided,not provided,0,,s2
NOR,Svalbard,S1C,2020-08-06,2022-08-03,ARMS_Svalbard_S1C_20200806_20220803_r1_s1,ARMS_Svalbard_S1C_20200806_20220803_MF500_DMSO,ARMS_Svalbard_S1_20200805_20220729,Motile,DMSO,first sequencing run,Not provided,500,Not provided,195,,s1
ESP,Getxo,G2,2019-06-24,2019-10-16,ARMS_Getxo_G2_20190624_20191016_r1_s1,ARMS_Getxo_G2_20190624_20191016_MF100,ARMS_Getxo_G_20190624_20191016,Motile,DMSO,first sequencing run,Not provided,100,no,121,COI; ITS; 18S,s1
NOR,Svalbard,S2,2019-08-05,2020-08-01,ARMS_Svalbard_S2_20190805_20200801_r1_s1,ARMS_Svalbard_S2_20190805_20200801_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,294,COI; ITS; 18S,s1
SWE,SWC,Preemraff2,2020-04-01,2020-07-15,ARMS_SWC_Preemraff2_20200401_20200715_r1_s1,ARMS_SWC_Preemraff2_20200401_20200715_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,21,COI; ITS; 18S,s1
GRC,Crete,2UBPC,2020-11-20,2022-09-01,ARMS_Crete_2UBPC_20201120_20220901_r1_s2,ARMS_Crete_2UBPC_20201120_20220901_SF,no replicate,Sessile,Frozen,first sequencing run,Not provided,N/A (No filter was used),not provided,273,,s2
GBR,Rothera,Cheshire1,2019-12-10,2022-02-21,ARMS_Rothera_Cheshire_20191210_20220221_r1_s2,ARMS_Rothera_Cheshire_20191210_20220221_SF,no replicate,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s2
BEL,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_SF40_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
SWE,SWC,Helsingborg1,2020-03-05,2020-06-04,ARMS_SWC_Helsingborg1_20200305_20200604_r1_s1,ARMS_SWC_Helsingborg1_20200305_20200604_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,23,COI; ITS; 18S,s1
ESP,Vigo,TorallaC,2021-07-01,2021-10-09,ARMS_Vigo_TorallaC_20210701_20211009_r1_s1,ARMS_Vigo_TorallaC_20210701_20211009_MF500,EMOBON_Vigo_Toralla_20210701_20211009,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
BEL,BelgiumCoast,CPowerB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerB_20210623_20220622,ARMS_BelgiumCoast_CPowerB_20210623_20220622_MF100_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
FRA,Roscoff,MarBloR1,2018-07-09,2018-10-24,ARMS_Roscoff_MarBloR1_20180709_20181024_r1_s1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_ETOH,ARMS_Roscoff_MarBloR_20180709_20181024,Motile,EtOH,first sequencing run,Not provided,100,not provided,18,COI; 18S,s1
Belgium,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_SF40_4,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
BEL,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_MF500_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
SVN,GulfOfPiran,BojaVida,2020-06-11,2021-07-28,ARMS_GulfOfPiran_BojaVida_20200611_20210728_r1_s1,ARMS_GulfOfPiran_BojaVida_20200611_20210728_MF40_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,40,not provided,0,COI; 18S,s1
FRA,Roscoff,BasBloS1,2019-06-12,2020-05-27,ARMS_Roscoff_BasBloS1_20190612_20200527_r1_s1,ARMS_Roscoff_BasBloS1_20190612_20200527_SF40,ARMS_Roscoff_BasBloS_20190612_20200527,Sessile,DMSO,first sequencing run,Not provided,40,not provided,0,COI; ITS; 18S,s1
ISR,Eilat,Katza1,2018-10-24,2020-07-06,ARMS_Eilat_Katza1_20181024_20200706_r1_s1,ARMS_Eilat_Katza1_20181024_20200706_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,213,COI; 18S,s1
ESP,Getxo,G2,2021-07-29,2021-11-24,ARMS_Getxo_G2_20210729_20211124_r1_s1,ARMS_Getxo_G2_20210729_20211124_MF500,EMOBON_Getxo_G_20210729_20211124,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
SWE,Koster,VH2,2018-04-18,2018-09-06,ARMS_Koster_VH2_20180418_20180906_r1_s1,ARMS_Koster_VH2_20180418_20180906_MF100_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,100,yes,76,COI; ITS; 18S,s1
Belgium,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF500_1,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
BEL,BelgiumCoast,AJJCD89,2021-02-25,2021-08-19,ARMS_BelgiumCoast_AJJCD89_20210225_20210819_r1_s1,ARMS_BelgiumCoast_AJJCD89_20210225_20210819_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,no,19,COI; 18S,s1
GBR,Plymouth,MBA1C,2019-07-16,2019-09-20,ARMS_Plymouth_MBA1C_20190716_20190920_r1_s1,ARMS_Plymouth_MBA1C_20190716_20190920_MF100,ARMS_Plymouth_MBA1_20190716_20190916,Motile,DMSO,first sequencing run,Not provided,100,not provided,24,COI; ITS; 18S,s1
FRA,Roscoff,BasBloS3,2019-06-12,2020-05-29,ARMS_Roscoff_BasBloS3_20190612_20200529_r1_s1,ARMS_Roscoff_BasBloS3_20190612_20200529_MF100,ARMS_Roscoff_BasBloS_20190612_20200527,Motile,DMSO,first sequencing run,Not provided,100,not provided,0,COI; ITS; 18S,s1
BEL,BelgiumCoast,CoastbustersA,2021-04-22,2021-10-08,ARMS_BelgiumCoast_CoastbustersA_20210422_20211008_r1_s1,ARMS_BelgiumCoast_CoastbustersA_20210422_20211008_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,no,19,COI; 18S,s1
DNK,Laeso,Laeso3,2019-08-19,2020-08-11,ARMS_Laeso_Laeso3_20190819_20200811_r1_s1,ARMS_Laeso_Laeso3_20190819_20200811_MF500,ARMS_Laeso_Laeso_20190819_20200811,Motile,DMSO,first sequencing run,Not provided,500,yes,21,COI; ITS; 18S,s1
DNK,Limfjord,Green33,2020-11-10,2021-11-15,ARMS_Limfjord_Green33_20201110_20211115_r1_s1,ARMS_Limfjord_Green33_20201110_20211115_MF100,ARMS_Limfjord_Limfjord_20201110_20211115,Motile,DMSO,first sequencing run,Not provided,100,no,0,COI; 18S,s1
SWE,SWC,Gbg4,2020-02-06,2020-05-29,ARMS_SWC_Gbg4_20200206_20200529_r1_s1,ARMS_SWC_Gbg4_20200206_20200529_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,18,COI; ITS; 18S,s1
BEL,BelgiumCoast,CoastbustersB,2021-04-22,2023-02-15,ARMS_BelgiumCoast_CoastbustersB_20210422_20230215_r1_s1,ARMS_BelgiumCoast_CoastbustersB_20210422_20230215_MF500,no replicate,Motile,Frozen,first sequencing run,Not provided,500,not provided,18,,s1
SWE,SWC,Preemraff1,2020-04-01,2020-07-15,ARMS_SWC_Preemraff1_20200401_20200715_r1_s1,ARMS_SWC_Preemraff1_20200401_20200715_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,19,COI; ITS; 18S,s1
GBR,Plymouth,MBA2,2018-07-01,2018-10-01,ARMS_Plymouth_MBA2_20180701_20181001_r2_s1,ARMS_Plymouth_MBA2_20180701_20181001_MF100_ETOH,no replicate,Motile,EtOH,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,100,not provided,27,,s1
ESP,Getxo,G2,2020-06-24,2020-11-03,ARMS_Getxo_G2_20200624_20201103_r1_s1,ARMS_Getxo_G2_20200624_20201103_MF100,ARMS_Getxo_G_20200624_20201103,Motile,DMSO,first sequencing run,Not provided,100,not provided,231,COI; ITS; 18S,s1
IRL,Galway,Gurr1,2021-07-20,2022-09-06,ARMS_Galway_Gurr1_20210720_20220906_r1_s1,ARMS_Galway_Gurr1_20210720_20220906_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,Not provided,20,,s1
BEL,BelgiumCoast,CPowerA,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerA_20210623_20220622,ARMS_BelgiumCoast_CPowerA_20210623_20220622_MF100_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
ISR,Eilat,NR2,2020-12-27,2022-01-03,ARMS_Eilat_NR2_20201227_20220103_r1_s2,ARMS_Eilat_NR2_20201227_20220103_MF500,EMOBON_Eilat_NR_20201227_20211229,Motile,DMSO,first sequencing run,Not provided,500,not provided,0,,s2
FRA,Roscoff,MarBloR1,2021-06-21,2021-10-11,ARMS_Roscoff_MarBloR1_20210621_20211011_r2_s1,ARMS_Roscoff_MarBloR1_20210621_20211011_SFA,EMOBON_Roscoff_MarBloR_20210621_20211011,Sessile,DMSO,second sequencing run (repeat),Not provided,not provided,Not provided,0,,s1
ESP,Vigo,TorallaC,2019-06-25,2019-10-14,ARMS_Vigo_TorallaC_20190625_20191014_r1_s1,ARMS_Vigo_TorallaC_20190625_20191014_MF100,ARMS_Vigo_Toralla_20190625_20191014,Motile,DMSO,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences,100,not provided,18,COI; ITS; 18S,s1
BEL,BelgiumCoast,AJJBC89,2021-02-25,2021-08-19,ARMS_BelgiumCoast_AJJBC89_20210225_20210819_r1_s1,ARMS_BelgiumCoast_AJJBC89_20210225_20210819_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,no,19,COI; 18S,s1
SWE,SWC,Helsingborg2,2020-03-05,2020-06-04,ARMS_SWC_Helsingborg2_20200305_20200604_r1_s1,ARMS_SWC_Helsingborg2_20200305_20200604_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,23,COI; ITS; 18S,s1
DNK,Limfjord,Red2,2019-06-18,2019-10-29,ARMS_Limfjord_Red2_20190618_20191029_r1_s1,ARMS_Limfjord_Red2_20190618_20191029_SF40,ARMS_Limfjord_Limfjord_20190618_20191029,Sessile,DMSO,first sequencing run,Not provided,40,yes,56,COI; ITS; 18S,s1
GRC,Crete,2UBPC,2019-09-24,2020-12-11,ARMS_Crete_2UBPC_20190924_20201211_r1_s1,ARMS_Crete_2UBPC_20190924_20201211_SF,no replicate,Sessile,Frozen,first sequencing run,Not provided,N/A (No filter was used),Imperfectly,164,COI; ITS; 18S,s1
GRC,Crete,1HERP,2020-09-03,2021-06-26,ARMS_Crete_1HERP_20200903_20210626_r1_s2,ARMS_Crete_1HERP_20200903_20210626_SF,no replicate,Motile,Frozen,first sequencing run,Not provided,90,no,0,,s2
BEL,BelgiumCoast,AZFPin,2018-07-12,2018-08-18,ARMS_BelgiumCoast_AZFPin_20180712_20180818_r1_s1,ARMS_BelgiumCoast_AZFPin_20180712_20180818_MF500_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,500,no,294,COI; ITS; 18S,s1
POL,Gdynia,GDY1,2018-08-13,2019-10-29,ARMS_Gdynia_GDY1_20180813_20191029_r2_s1,ARMS_Gdynia_GDY1_20180813_20191029_SF38_DMSO,no replicate,Sessile,DMSO,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,38,not provided,118,COI; 18S,s1
ESP,Vigo,TorallaC,2019-06-25,2019-10-14,ARMS_Vigo_TorallaC_20190625_20191014_r2_s1,ARMS_Vigo_TorallaC_20190625_20191014_MF100,ARMS_Vigo_Toralla_20190625_20191014,Motile,DMSO,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,100,not provided,18,,s1
DNK,Laeso,Laeso2,2019-08-19,2020-08-11,ARMS_Laeso_Laeso2_20190819_20200811_r1_s1,ARMS_Laeso_Laeso2_20190819_20200811_SF40,ARMS_Laeso_Laeso_20190819_20200811,Sessile,DMSO,first sequencing run,Not provided,40,yes,21,COI; ITS; 18S,s1
SWE,Koster,VH1,2021-06-08,2022-06-08,ARMS_Koster_VH1_20210608_20220608_r1_s1,ARMS_Koster_VH1_20210608_20220608_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,Not provided,51,,s1
SWE,Koster,VH3,2021-06-08,2022-06-09,ARMS_Koster_VH3_20210608_20220609_r1_s1,ARMS_Koster_VH3_20210608_20220609_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
FIN,TZS,Kummelkobben,2021-06-09,2022-06-22,ARMS_TZS_Kummelkobben_20210609_20220622_r1_s1,ARMS_TZS_Kummelkobben_20210609_20220622_MF500_ETOH,no replicate,Motile,ETOH,first sequencing run,Not provided,500,Not provided,18,,s1
SWE,SWC,Preemraff1,2020-04-01,2020-07-15,ARMS_SWC_Preemraff1_20200401_20200715_r1_s1,ARMS_SWC_Preemraff1_20200401_20200715_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,19,COI; ITS; 18S,s1
Belgium,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_SF40_2,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
ESP,Getxo,G3,2019-06-24,2019-10-16,ARMS_Getxo_G3_20190624_20191016_r1_s1,ARMS_Getxo_G3_20190624_20191016_SF40,ARMS_Getxo_G_20190624_20191016,Sessile,DMSO,first sequencing run,Not provided,40,no,222,COI; 18S,s1
FRA,Roscoff,MarBloR1,2018-07-09,2018-10-24,ARMS_Roscoff_MarBloR1_20180709_20181024_r1_s1,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_ETOH,ARMS_Roscoff_MarBloR_20180709_20181024,Sessile,EtOH,first sequencing run,Not provided,40,not provided,18,COI; 18S,s1
Belgium,BelgiumCoast,CPowerC,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerC_20231023_20240718,ARMS_BelgiumCoast_CPowerC_20231023_20240718_MF500_2,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
BEL,BelgiumCoast,CPOWERB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPOWERB_20210623_20220622_r1_s2,ARMS_BelgiumCoast_CPOWERB_20210623_20220622_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s2
SWE,SWC,Marstrand3,2020-02-28,2020-05-27,ARMS_SWC_Marstrand3_20200228_20200527_r1_s1,ARMS_SWC_Marstrand3_20200228_20200527_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,19,COI; ITS; 18S,s1
ESP,Getxo,G1,2019-06-24,2019-10-16,ARMS_Getxo_G1_20190624_20191016_r1_s1,ARMS_Getxo_G1_20190624_20191016_MF100,ARMS_Getxo_G_20190624_20191016,Motile,DMSO,first sequencing run,Not provided,100,no,134,COI; 18S,s1
IRL,Galway,Gurr3,2021-07-20,2022-09-07,ARMS_Galway_Gurr3_20210720_20220907_r1_s1,ARMS_Galway_Gurr3_20210720_20220907_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,20,,s1
GRC,Crete,1HERP,2020-09-03,2021-10-12,ARMS_Crete_1HERP_20200903_20211012_r1_s2,ARMS_Crete_1HERP_20200903_20211012_SF,no replicate,Motile,Frozen,first sequencing run,Not provided,90,no,171,,s2
ISR,Eilat,NR2,2020-12-27,2022-01-03,ARMS_Eilat_NR2_20201227_20220103_r2_s2,ARMS_Eilat_NR2_20201227_20220103_SF,ARMS_Eilat_NR_20201227_20211229,Sessile,DMSO,second sequencing run (repeat),Not provided,not provided,Not provided,0,,s2
FRA,Roscoff,BasBloS2,2019-06-12,2020-05-28,ARMS_Roscoff_BasBloS2_20190612_20200528_r1_s1,ARMS_Roscoff_BasBloS2_20190612_20200528_SF40,ARMS_Roscoff_BasBloS_20190612_20200527,Sessile,DMSO,first sequencing run,Not provided,40,not provided,0,COI; 18S,s1
Belgium,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_MF500_1,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
ITA,RavMarina,RAVM,2021-04-22,2021-07-22,ARMS_RavMarina_RavM2_20210422_20210722_r1_s1,ARMS_RavMarina_RavM2_20210422_20210722_SF40,ARMS_RavMarina_RavM_20210422_20210722,Sessile,DMSO,first sequencing run,Not provided,40,not provided,21,COI; 18S,s1
SWE,Koster,VH1,2019-05-27,2020-07-16,ARMS_Koster_VH1_20190527_20200716_r2_s1,ARMS_Koster_VH1_20190527_20200716_MF100,no replicate,Motile,DMSO,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,100,not provided,36,COI; 18S,s1
Belgium,BelgiumCoast,CPowerA,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerA_20231023_20240718,ARMS_BelgiumCoast_CPowerA_20231023_20240718_SF40_3,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
ISR,Eilat,NR2,2018-10-17,2020-05-24,ARMS_Eilat_NR2_20181017_20200524_r1_s1,ARMS_Eilat_NR2_20181017_20200524_MF500,ARMS_Eilat_NR_20181017_20200204,Motile,DMSO,first sequencing run,Not provided,500,not provided,183,COI; 18S,s1
GRC,Crete,1HERP,2020-09-03,2021-01-22,ARMS_Crete_1HERP_20200903_20210122_r1_s1,ARMS_Crete_1HERP_20200903_20210122_SF,no replicate,Sessile,Frozen,first sequencing run,Not provided,N/A (No filter was used),Imperfectly,163,COI; ITS; 18S,s1
FIN,TZS,Angbat,2021-06-08,2021-11-24,ARMS_TZS_Angbat_20210608_20211124_r1_s2,ARMS_TZS_Angbat_20210608_20211124_MF100_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,19,,s2
ISR,Eilat,Katza2,2021-03-22,2022-03-22,ARMS_Eilat_Katza2_20210322_20220322_r1_s2,ARMS_Eilat_Katza2_20210322_20220322_SF,no replicate,Sessile,DMSO,first sequencing run,Not provided,not provided,not provided,0,,s2
GBR,Plymouth,MBA1B,2020-07-17,2020-09-22,ARMS_Plymouth_MBA1B_20200717_20200922_r1_s1,ARMS_Plymouth_MBA1B_20200717_20200922_SF40,ARMS_Plymouth_MBA1_20200717_20200921,Sessile,DMSO,first sequencing run,Not provided,40,not provided,18,COI; 18S,s1
GBR,Plymouth,MBA1C,2020-07-17,2020-09-23,ARMS_Plymouth_MBA1C_20200717_20200923_r1_s1,ARMS_Plymouth_MBA1C_20200717_20200923_MF500,ARMS_Plymouth_MBA1_20200717_20200921,Motile,DMSO,first sequencing run,Not provided,500,not provided,18,COI; 18S,s1
