Please ignore. Just helpful for HCMR logistics --> Sequenced,Observatory-ID,ARMS-ID,MaterialSample-ID,Event-ID,Deployment Date,Collection Date,Observatory-ID,ARMS-ID,Country,Fraction_Specific,Fraction,Preservative,Filter (micrometer),Crate cover used during retrieval,OriginalSample-ID,gene_COI,COI_demultiplexed,gene_COI_negative_control,gene_ITS,ITS_demultiplexed,gene_ITS_negative_control,gene_18S,18S_demultiplexed,gene_18S_negative_control,initial number of paired-end reads,initial number of paired-end reads,initial number of paired-end reads,Cleaned sequences,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,FastQC Report,Open access date
,RavMarina,RavM3,ARMS_Ravenna_RavM3_20210422_20210722_SF40,ARMS_Ravenna_RavM3_20210422_20210722,2021-04-22,2021-07-22,Ravenna,RAVM,Italy,Sessile_40um,Sessile,DMSO,40,,ARMS_RAVM3_20210422-20210722_SF40_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2021,Roscoff,BasBloS1,ARMS_Roscoff_BasBloS1_20180711_20181025_MF100_DMSO,ARMS_Roscoff_BasBloS1_20180711_20181025,2018-07-11,2018-10-25,Roscoff,BasBloS1,France,Motile_100um,Motile,DMSO,100,,BasBlo_2018-MF100-DMSO_1,ERR7125631,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125618,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Roscoff,BasBloS1,ARMS_Roscoff_BasBloS1_20180711_20181025_MF500_DMSO,ARMS_Roscoff_BasBloS1_20180711_20181025,2018-07-11,2018-10-25,Roscoff,BasBloS1,France,Motile_500um,Motile,DMSO,500,,BasBlo_2018-MF500-DMSO_1,ERR7125632,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125619,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
July 2019,Roscoff,BasBloS1,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO_A,ARMS_Roscoff_BasBloS1_20180711_20181025,2018-07-11,2018-10-25,Roscoff,BasBloS1,France,Sessile_40um,Sessile,DMSO,40,,BasBlo_2018-SF-DMSO_1,ERR4018616,MiSeq (indices),ERR3460471,ERR4018614,MiSeq (indices),ERR4018475,ERR4605227,MiSeq (indices) / cutadapt (primers),ERR4605902,131504,137512,908817,,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Warn,Pass,Fail,Fail,2021-05-01
May 2021,Roscoff,BasBloS1,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO_B,ARMS_Roscoff_BasBloS1_20180711_20181025,2018-07-11,2018-10-25,Roscoff,BasBloS1,France,Sessile_DMSO,Sessile,DMSO,40,,BasBlo_2018-SF-DMSO_2,ERR7125633,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125620,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
July 2019,Roscoff,BasBloS1,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH_A,ARMS_Roscoff_BasBloS1_20180711_20181025,2018-07-11,2018-10-25,Roscoff,BasBloS1,France,Sessile_40um,Sessile,EtOH,40,,BasBlo_2018-SF-ETOH_1,ERR4018615,MiSeq (indices),ERR3460471,ERR4018613,MiSeq (indices),ERR4018475,ERR4605226,MiSeq (indices) / cutadapt (primers),ERR4605902,130049,120656,1350023,,Pass,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Warn,Pass,Fail,Fail,2021-05-01
May 2021,Roscoff,BasBloS1,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH_B,ARMS_Roscoff_BasBloS1_20180711_20181025,2018-07-11,2018-10-25,Roscoff,BasBloS1,France,Sessile_EtOH,Sessile,EtOH,40,,BasBlo_2018-SF-ETOH_2,ERR7125634,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125621,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Roscoff,BasBloS1,ARMS_Roscoff_BasBloS1_20190612_20200527_MF100,ARMS_Roscoff_BasBloS1_20190612_20200527,2019-06-12,2020-05-27,Roscoff,BasBloS1,France,Motile_100um,Motile,DMSO,100,,ARMS_BasBlo_S1_190612-200527_MF100,ERR7125635,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125622,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Roscoff,BasBloS1,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500,ARMS_Roscoff_BasBloS1_20190612_20200527,2019-06-12,2020-05-27,Roscoff,BasBloS1,France,Motile_500um,Motile,DMSO,500,,ARMS_BasBlo_S1_190612-200527_MF500,ERR7125636,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125623,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Roscoff,BasBloS1,ARMS_Roscoff_BasBloS1_20190612_20200527_SF40,ARMS_Roscoff_BasBloS1_20190612_20200527,2019-06-12,2020-05-27,Roscoff,BasBloS1,France,Sessile_40um,Sessile,DMSO,40,,ARMS_BasBlo_S1_190612-200527_SF40,ERR7125601,MiSeq (indices) / cutadapt (primers),ERR7125534,ERR7125602,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7125600,MiSeq (indices) / cutadapt (primers),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Roscoff,BasBloS2,ARMS_Roscoff_BasBloS2_20190612_20200528_MF100,ARMS_Roscoff_BasBloS2_20190612_20200528,2019-06-12,2020-05-28,Roscoff,BasBloS2,France,Motile_100um,Motile,DMSO,100,,ARMS_BasBlo_S2_190612-200528_MF100,ERR7125604,MiSeq (indices) / cutadapt (primers),ERR7125534,ERR7125605,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7125603,MiSeq (indices) / cutadapt (primers),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Roscoff,BasBloS2,ARMS_Roscoff_BasBloS2_20190612_20200528_MF500,ARMS_Roscoff_BasBloS2_20190612_20200528,2019-06-12,2020-05-28,Roscoff,BasBloS2,France,Motile_500um,Motile,DMSO,500,,ARMS_BasBlo_S2_190612-200528_MF500,ERR7125607,MiSeq (indices) / cutadapt (primers),ERR7125534,ERR7125608,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7125606,MiSeq (indices) / cutadapt (primers),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Roscoff,BasBloS2,ARMS_Roscoff_BasBloS2_20190612_20200528_SF40,ARMS_Roscoff_BasBloS2_20190612_20200528,2019-06-12,2020-05-28,Roscoff,BasBloS2,France,Sessile_40um,Sessile,DMSO,40,,ARMS_BasBlo_S2_190612-200528_SF40,ERR7125637,MiSeq (indices) / cutadapt (primers),ERR7125582,discontinued,discontinued,discontinued,ERR7125624,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Roscoff,BasBloS3,ARMS_Roscoff_BasBloS3_20190612_20200529_MF100,ARMS_Roscoff_BasBloS3_20190612_20200529,2019-06-12,2020-05-29,Roscoff,BasBloS3,France,Motile_100um,Motile,DMSO,100,,ARMS_BasBlo_S3_190612-200529_MF100,ERR7125610,MiSeq (indices) / cutadapt (primers),ERR7125534,ERR7125611,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7125609,MiSeq (indices) / cutadapt (primers),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Roscoff,BasBloS3,ARMS_Roscoff_BasBloS3_20190612_20200529_MF500,ARMS_Roscoff_BasBloS3_20190612_20200529,2019-06-12,2020-05-29,Roscoff,BasBloS3,France,Motile_500um,Motile,DMSO,500,,ARMS_BasBlo_S3_190612-200529_MF500,ERR7125613,MiSeq (indices) / cutadapt (primers),ERR7125534,ERR7125614,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7125612,MiSeq (indices) / cutadapt (primers),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Roscoff,BasBloS3,ARMS_Roscoff_BasBloS3_20190612_20200529_SF40,ARMS_Roscoff_BasBloS3_20190612_20200529,2019-06-12,2020-05-29,Roscoff,BasBloS3,France,Sessile_40um,Sessile,DMSO,40,,ARMS_BasBlo_S3_190612-200529_SF40,ERR7125616,MiSeq (indices) / cutadapt (primers),ERR7125534,ERR7125617,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7125615,MiSeq (indices) / cutadapt (primers),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Roscoff,MarBloR1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_DMSO,ARMS_Roscoff_MarBloR1_20180709_20181024,2018-07-09,2018-10-24,Roscoff,MarBloR1,France,Motile_100um,Motile,DMSO,100,,MarBlo_2018-MF100-DMSO_1,ERR7125638,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125625,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Roscoff,MarBloR1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_ETOH,ARMS_Roscoff_MarBloR1_20180709_20181024,2018-07-09,2018-10-24,Roscoff,MarBloR1,France,Motile_100um,Motile,EtOH,100,,MarBlo_2018-MF100-ETOH_1,ERR7125639,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125626,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Roscoff,MarBloR1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_DMSO,ARMS_Roscoff_MarBloR1_20180709_20181024,2018-07-09,2018-10-24,Roscoff,MarBloR1,France,Motile_500um,Motile,DMSO,500,,MarBlo_2018-MF500-DMSO_1,ERR7125640,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125627,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Roscoff,MarBloR1,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_ETOH,ARMS_Roscoff_MarBloR1_20180709_20181024,2018-07-09,2018-10-24,Roscoff,MarBloR1,France,Motile_500um,Motile,EtOH,500,,MarBlo_2018-MF500-ETOH_1,ERR7125641,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125628,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Roscoff,MarBloR1,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_DMSO,ARMS_Roscoff_MarBloR1_20180709_20181024,2018-07-09,2018-10-24,Roscoff,MarBloR1,France,Sessile_40um,Sessile,DMSO,40,,Marblo_2018-SF-DMSO,ERR7125643,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125629,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Roscoff,MarBloR1,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_ETOH,ARMS_Roscoff_MarBloR1_20180709_20181024,2018-07-09,2018-10-24,Roscoff,MarBloR1,France,Sessile_40um,Sessile,EtOH,40,,Marblo_2018-SF-ETOH_1,ERR7125643,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7125630,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
January 2020,Roscoff,MarBloR1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF100,ARMS_Roscoff_MarBloR1_20190612_20190916,2019-06-12,2019-09-16,Roscoff,MarBloR1,France,Motile_100um,Motile,DMSO,100,,2019_MBlo_R1_MF100_DMSO,ERR4018635,MiSeq (indices),ERR4018471,ERR4018626,MiSeq (indices),ERR4018473,ERR4018617,MiSeq (indices),ERR4018472,13419,31052,2721,,Fail,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,2021-05-01
January 2020,Roscoff,MarBloR1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF500,ARMS_Roscoff_MarBloR1_20190612_20190916,2019-06-12,2019-09-16,Roscoff,MarBloR1,France,Motile_500um,Motile,DMSO,500,,2019_MBlo_R1_MF500_DMSO,ERR4018636,MiSeq (indices),ERR4018471,ERR4018627,MiSeq (indices),ERR4018473,ERR4018618,MiSeq (indices),ERR4018472,34807,9255,11546,,Fail,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Warn,Fail,Fail,2021-05-01
January 2020,Roscoff,MarBloR1,ARMS_Roscoff_MarBloR1_20190612_20190916_SF40,ARMS_Roscoff_MarBloR1_20190612_20190916,2019-06-12,2019-09-16,Roscoff,MarBloR1,France,Sessile_40um,Sessile,DMSO,40,,2019_MBlo_R1_SF40_DMSO,ERR4018637,MiSeq (indices),ERR4018471,ERR4018628,MiSeq (indices),ERR4018473,ERR4018619,MiSeq (indices),ERR4018472,92,21115,23696,,Pass,Fail,Fail,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Roscoff,MarBloR2,ARMS_Roscoff_MarBloR2_20190612_20190917_MF100,ARMS_Roscoff_MarBloR2_20190612_20190917,2019-06-12,2019-09-17,Roscoff,MarBloR2,France,Motile_100um,Motile,DMSO,100,,2019_MBlo_R2_MF100_DMSO,ERR4018638,MiSeq (indices),ERR4018471,ERR4018629,MiSeq (indices),ERR4018473,ERR4018620,MiSeq (indices),ERR4018472,18191,14862,6553,,Warn,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Warn,Fail,Fail,2021-05-01
January 2020,Roscoff,MarBloR2,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500,ARMS_Roscoff_MarBloR2_20190612_20190917,2019-06-12,2019-09-17,Roscoff,MarBloR2,France,Motile_500um,Motile,DMSO,500,,2019_MBlo_R2_MF500_DMSO,ERR4018639,MiSeq (indices),ERR4018471,ERR4018630,MiSeq (indices),ERR4018473,ERR4018621,MiSeq (indices),ERR4018472,615,31301,3584,,Fail,Warn,Fail,Warn,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Warn,Fail,Fail,2021-05-01
January 2020,Roscoff,MarBloR2,ARMS_Roscoff_MarBloR2_20190612_20190917_SF40,ARMS_Roscoff_MarBloR2_20190612_20190917,2019-06-12,2019-09-17,Roscoff,MarBloR2,France,Sessile_40um,Sessile,DMSO,40,,2019_MBlo_R2_SF40_DMSO,ERR4018640,MiSeq (indices),ERR4018471,ERR4018631,MiSeq (indices),ERR4018473,ERR4018622,MiSeq (indices),ERR4018472,27917,15246,7941,,Fail,Warn,Fail,Warn,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Roscoff,MarBloR3,ARMS_Roscoff_MarBloR3_20190612_20190918_MF100,ARMS_Roscoff_MarBloR3_20190612_20190918,2019-06-12,2019-09-18,Roscoff,MarBloR3,France,Motile_100um,Motile,DMSO,100,,2019_MBlo_R3_MF100_DMSO,ERR4018641,MiSeq (indices),ERR4018471,ERR4018632,MiSeq (indices),ERR4018473,ERR4018623,MiSeq (indices),ERR4018472,26167,20248,6987,,Fail,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Roscoff,MarBloR3,ARMS_Roscoff_MarBloR3_20190612_20190918_MF500,ARMS_Roscoff_MarBloR3_20190612_20190918,2019-06-12,2019-09-18,Roscoff,MarBloR3,France,Motile_500um,Motile,DMSO,500,,2019_MBlo_R3_MF500_DMSO,ERR4018642,MiSeq (indices),ERR4018471,ERR4018633,MiSeq (indices),ERR4018473,ERR4018624,MiSeq (indices),ERR4018472,37533,27925,2075,,Fail,Warn,Fail,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
January 2020,Roscoff,MarBloR3,ARMS_Roscoff_MarBloR3_20190612_20190918_SF40,ARMS_Roscoff_MarBloR3_20190612_20190918,2019-06-12,2019-09-18,Roscoff,MarBloR3,France,Sessile_40um,Sessile,DMSO,40,,2019_MBlo_R3_SF40_DMSO,ERR4018643,MiSeq (indices),ERR4018471,ERR4018634,MiSeq (indices),ERR4018473,ERR4018625,MiSeq (indices),ERR4018472,29761,20549,2469,,Fail,Warn,Fail,Warn,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Fail,Fail,Fail,2021-05-01
May 2021,Svalbard,S1,ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH,ARMS_Svalbard_S1_20180706_20190806,2018-07-06,2019-08-06,Svalbard,S1,Norway,Motile_100um,Motile,EtOH,100,,2019-Svalbard-S1-MF100-EtOH,ERR7127659,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7127653,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Svalbard,S1,ARMS_Svalbard_S1_20180706_20190806_MF500_ETOH,ARMS_Svalbard_S1_20180706_20190806,2018-07-06,2019-08-06,Svalbard,S1,Norway,Motile_500um,Motile,EtOH,500,,2019-Svalbard-S1-MF500-EtOH,ERR7127636,MiSeq (indices),ERR7125534,ERR7127637,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7127635,MiSeq (indices),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Svalbard,S1,ARMS_Svalbard_S1_20180706_20190806_SF40_ETOH,ARMS_Svalbard_S1_20180706_20190806,2018-07-06,2019-08-06,Svalbard,S1,Norway,Sessile_40um,Sessile,EtOH,40,,2019-Svalbard-S1-SF-EtOH,ERR7127639,MiSeq (indices),ERR7125534,ERR7127640,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7127638,MiSeq (indices),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
April 2021,Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804_MF100,ARMS_Svalbard_S1_20190806_20200804,2019-08-06,2020-08-04,Svalbard,S1,Norway,Motile_100um,Motile,DMSO,100,,ARMS_Svalbard_S1_190806-200804_SF100,ERR7127642,MiSeq (indices),ERR7125534,ERR7127643,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7127641,MiSeq (indices),ERR7125533,,,,,,,,,,,,,,,,,,,,
April 2021,Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804_MF500,ARMS_Svalbard_S1_20190806_20200804,2019-08-06,2020-08-04,Svalbard,S1,Norway,Motile_500um,Motile,DMSO,500,,ARMS_Svalbard_S1_190806-200804_SF500,ERR7127645,MiSeq (indices),ERR7125534,ERR7127646,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7127644,MiSeq (indices),ERR7125533,,,,,,,,,,,,,,,,,,,,
May 2021,Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804_SF40,ARMS_Svalbard_S1_20190806_20200804,2019-08-06,2020-08-04,Svalbard,S1,Norway,Sessile_40um,Sessile,DMSO,40,,ARMS_Svalbard_S1_190806-200804_SF40,ERR7127660,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7127654,MiSeq (indices),ERR7125581,,,,,,,,,,,,,,,,,,,,
April 2021,Svalbard,S2,ARMS_Svalbard_S2_20180708_20190805_MF100_ETOH,ARMS_Svalbard_S2_20180708_20190805,2018-07-08,2019-08-05,Svalbard,S2,Norway,Motile_100um,Motile,EtOH,100,,2019-Svalbard-S2-MF100-EtOH,ERR7127648,MiSeq (indices),ERR7125534,ERR7127649,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7127647,MiSeq (indices),ERR7125533,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Svalbard,S2,ARMS_Svalbard_S2_20180708_20190805_MF500_ETOH,ARMS_Svalbard_S2_20180708_20190805,2018-07-08,2019-08-05,Svalbard,S2,Norway,Motile_500um,Motile,EtOH,500,,2019-Svalbard-S2-MF500-EtOH,ERR7127661,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7127655,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Svalbard,S2,ARMS_Svalbard_S2_20180708_20190805_SF40_ETOH,ARMS_Svalbard_S2_20180708_20190805,2018-07-08,2019-08-05,Svalbard,S2,Norway,Sessile_40um,Sessile,EtOH,40,,2019-Svalbard-S2-SF-EtOH,ERR7127662,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7127656,MiSeq (indices),ERR7125581,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
May 2021,Svalbard,S2,ARMS_Svalbard_S2_20190805_20200801_MF100,ARMS_Svalbard_S2_20190805_20200801,2019-08-05,2020-08-01,Svalbard,S2,Norway,Motile_100um,Motile,DMSO,100,,ARMS_Svalbard_S2_190805-200801_SF100,ERR7127663,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7127657,MiSeq (indices),ERR7125581,,,,,,,,,,,,,,,,,,,,
May 2021,Svalbard,S2,ARMS_Svalbard_S2_20190805_20200801_MF500,ARMS_Svalbard_S2_20190805_20200801,2019-08-05,2020-08-01,Svalbard,S2,Norway,Motile_500um,Motile,DMSO,500,,ARMS_Svalbard_S2_190805-200801_SF500,ERR7127664,MiSeq (indices),ERR7125582,discontinued,discontinued,discontinued,ERR7127658,MiSeq (indices),ERR7125581,,,,,,,,,,,,,,,,,,,,
April 2021,Svalbard,S2,ARMS_Svalbard_S2_20190805_20200801_SF40,ARMS_Svalbard_S2_20190805_20200801,2019-08-05,2020-08-01,Svalbard,S2,Norway,Sessile_40um,Sessile,DMSO,40,,ARMS_Svalbard_S2_190805-200801_SF40,ERR7127651,MiSeq (indices) / cutadapt (primers),ERR7125534,ERR7127652,MiSeq (indices) / cutadapt (primers),ERR7125535,ERR7127650,MiSeq (indices) / cutadapt (primers),ERR7125533,,,,,,,,,,,,,,,,,,,,
September 2020,SWC,Bjorko1,ARMS_SWC_Bjorko1_20200131_20200518_MF100,ARMS_SWC_Bjorko1_20200131_20200518,2020-01-31,2020-05-18,SWC,Bjorko1,Sweden,Motile_100um,Motile,DMSO,100,,ARMS_SWC_Bjorko1_200131-200518_MF100,ERR4914112,MiSeq (indices) / cutadapt (primers),ERR4914160,ERR4914170,MiSeq (indices) / cutadapt (primers),ERR4914218,ERR4914054,MiSeq (indices) / cutadapt (primers),ERR4914102,,,,,,,,,,,,,,,,,,,,
September 2020,SWC,Bjorko1,ARMS_SWC_Bjorko1_20200131_20200518_MF500,ARMS_SWC_Bjorko1_20200131_20200518,2020-01-31,2020-05-18,SWC,Bjorko1,Sweden,Motile_500um,Motile,DMSO,500,,ARMS_SWC_Bjorko1_200131-200518_MF500,ERR4914113,MiSeq (indices) / cutadapt (primers),ERR4914160,ERR4914171,MiSeq (indices) / cutadapt (primers),ERR4914218,ERR4914055,MiSeq (indices) / cutadapt (primers),ERR4914102,,,,,,,,,,,,,,,,,,,,
September 2020,SWC,Bjorko1,ARMS_SWC_Bjorko1_20200131_20200518_SF40,ARMS_SWC_Bjorko1_20200131_20200518,2020-01-31,2020-05-18,SWC,Bjorko1,Sweden,Sessile_40um,Sessile,DMSO,40,,ARMS_SWC_Bjorko1_200131-200518_SF40,ERR4914114,MiSeq (indices) / cutadapt (primers),ERR4914160,ERR4914172,MiSeq (indices) / cutadapt (primers),ERR4914218,ERR4914056,MiSeq (indices) / cutadapt (primers),ERR4914102,,,,,,,,,,,,,,,,,,,,
September 2020,SWC,Gbg1,ARMS_SWC_Gbg1_20200206_20200520_MF100,ARMS_SWC_Gbg1_20200206_20200520,2020-02-06,2020-05-20,SWC,Gbg1,Sweden,Motile_100um,Motile,DMSO,100,,ARMS_SWC_Gbg1_200206-200520_MF100,ERR4914115,MiSeq (indices) / cutadapt (primers),ERR4914160,,MiSeq (indices) / cutadapt (primers),,ERR4914057,MiSeq (indices) / cutadapt (primers),ERR4914102,,,,,,,,,,,,,,,,,,,,
September 2020,SWC,Gbg1,ARMS_SWC_Gbg1_20200206_20200520_MF500,ARMS_SWC_Gbg1_20200206_20200520,2020-02-06,2020-05-20,SWC,Gbg1,Sweden,Motile_500um,Motile,DMSO,500,,ARMS_SWC_Gbg1_200206-200520_MF500,ERR4914116,MiSeq (indices) / cutadapt (primers),ERR4914160,ERR4914174,MiSeq (indices) / cutadapt (primers),ERR4914218,ERR4914058,MiSeq (indices) / cutadapt (primers),ERR4914102,,,,,,,,,,,,,,,,,,,,
September 2020,SWC,Gbg1,ARMS_SWC_Gbg1_20200206_20200520_SF40,ARMS_SWC_Gbg1_20200206_20200520,2020-02-06,2020-05-20,SWC,Gbg1,Sweden,Sessile_40um,Sessile,DMSO,40,,ARMS_SWC_Gbg1_200206-200520_SF40,ERR4914117,MiSeq (indices) / cutadapt (primers),ERR4914160,ERR4914175,MiSeq (indices) / cutadapt (primers),ERR4914218,ERR4914059,MiSeq (indices) / cutadapt (primers),ERR4914102,,,,,,,,,,,,,,,,,,,,
September 2020,SWC,Gbg2,ARMS_SWC_Gbg2_20200206_20200520_MF100,ARMS_SWC_Gbg2_20200206_20200520,2020-02-06,2020-05-20,SWC,Gbg2,Sweden,Motile_100um,Motile,DMSO,100,,ARMS_SWC_Gbg2_200206-200520_MF100,ERR4914118,MiSeq (indices) / cutadapt (primers),ERR4914160,ERR4914176,MiSeq (indices) / cutadapt (primers),ERR4914218,ERR4914060,MiSeq (indices) / cutadapt (primers),ERR4914102,,,,,,,,,,,,,,,,,,,,
