ASV_number:amplicon,ARMS_Limfjord_Green33_20190618_20191029_MF500_r1,ARMS_Limfjord_Green33_20190618_20191029_SF40_r1,ARMS_Limfjord_Green33_20190618_20191029_MF100_r1,ARMS_Limfjord_Red2_20190618_20191029_MF500_r1,ARMS_Limfjord_Red2_20190618_20191029_SF40_r1,ARMS_Limfjord_Red2_20190618_20191029_MF100_r1,ARMS_Koster_VH1_20180418_20190527_MF500_DMSO_r1,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,ARMS_Koster_VH1_20180418_20190527_SF40_DMSO_r1,ARMS_Koster_VH3_20180418_20190527_MF500_DMSO_r1,ARMS_Koster_VH3_20180418_20190527_MF100_DMSO_r1,ARMS_Vigo_TorallaA_20190625_20191014_MF100_r1,ARMS_Vigo_TorallaA_20190625_20191014_MF500_r1,ARMS_Vigo_TorallaB_20190625_20191014_MF100_r1,ARMS_Vigo_TorallaB_20190625_20191014_MF500_r1,ARMS_Vigo_TorallaC_20190625_20191014_MF100_r1,ARMS_Vigo_TorallaC_20190625_20191014_MF500_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF100_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF500_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_SF40_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_MF100_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_SF40_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_MF100_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_MF500_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_SF40_r1,ARMS_Plymouth_MBA1A_20190716_20190916_MF500_r1,ARMS_Plymouth_MBA1A_20190716_20190916_MF100_r1,ARMS_Plymouth_MBA1A_20190716_20190916_SF40_r1,ARMS_Plymouth_MBA1B_20190716_20190918_MF500_r1,ARMS_Plymouth_MBA1B_20190716_20190918_MF100_r1,ARMS_Plymouth_MBA1B_20190716_20190918_SF40_r1,ARMS_Plymouth_MBA1C_20190716_20190920_MF500_r1,ARMS_Plymouth_MBA1C_20190716_20190920_MF100_r1,ARMS_Plymouth_MBA1C_20190716_20190920_SF40_r1,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,ARMS_Gdynia_GDY1_20180813_20191029_MF500_DMSO_r1,ARMS_Limfjord_Yellow8_20190618_20191029_MF500_r1,ARMS_Limfjord_Yellow8_20190618_20191029_SF40_r1,ARMS_Limfjord_Yellow8_20190618_20191029_MF100_r1,Classification,TAXON:NCBI_TAX_ID
ASV_4:be77528011edee403786ae573192ebdb4a48c7bf,0,750,4759,0,1675,4982,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,103,4102,Eukaryota;Brachiopoda;Rhynchonellata;Terebratulida;Terebratellidae;Magellania;Magellania joubini,Magellania joubini:147652
ASV_59:cfcd81b8fad40e7530af585bed456bad4a9eba37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,13,0,0,18,33,0,459,60,14,443,0,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Tricellaria;Tricellaria occidentalis,Tricellaria occidentalis:991043
ASV_60:f6a4960bbea7c4150fd3b31ab9e42992fa517415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,15,574,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Spionida;Cirratulidae;Protocirrineris;Protocirrineris chrysoderma,Protocirrineris chrysoderma:1619271
ASV_61:f791695c7d824512207e9234514fcfb791341acc,0,1,0,0,0,0,0,35,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Xanthandrus;Xanthandrus talamaui,Xanthandrus talamaui:2699213
ASV_62:0160b2952683c1efd3be2d164e1f1655c8e4381f,50,19,53,23,20,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,4,75,2,63,Eukaryota;Fucales;Phaeophyceae_5;Fucales;Sargassaceae;Sargassum;Sargassum natans,Sargassum natans:143165
ASV_63:0220087d4b7fb6e8cb577f8c4048b66f5d78a3ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Nereididae;Platynereis;Platynereis massiliensis,Platynereis massiliensis:1623346
ASV_64:043afa51fe81a5d5e7f72b6e1cc2039b89d3f265,0,1,269,0,1,89,0,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,Eukaryota;Annelida;Polychaeta;Orbiniidae;Orbiniidae;Scoloplos;Scoloplos armiger,Scoloplos armiger:46605
ASV_65:09ff9a16a2d1ba3ffee71eba8770c4d1672729c8,0,0,0,0,0,0,0,3,0,0,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Lepidoptera;Lycaenidae;Aethiopana;Aethiopana honorius,Aethiopana honorius:1610653
ASV_66:0abe42e9973d01911eafbf3323904d3bc17fe0c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,18,163,25,0,165,25,0,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Sarcoptiformes;Proctophyllodidae;Nycteridocaulus;Nycteridocaulus lamellus,Nycteridocaulus lamellus:1897571
ASV_67:0e0b20fd7cad9598e762ab0a9254731a914d7da8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Coccinellidae;Scymnus;Scymnus centralis,Scymnus centralis:2663033
ASV_68:0ee009a3fa52cbafe794aa9c0343fafe3aa558f2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,54,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Sellaphoraceae;Sellaphora;Sellaphora lanceolata,Sellaphora lanceolata:433413
ASV_69:131b63acf5dfbf7d561520b0e8d0e9bf7d27ce7c,31,2,37,263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,738,2,27,Eukaryota;Annelida;Polychaeta;Phyllodocida;Pholoidae;Pholoe;Pholoe inornata,Pholoe inornata:2594902
ASV_70:1e3bd4118d7203898a5a1a2a027a3673cced56c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,14,15,0,209,31,12,204,0,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Tricellaria;Tricellaria occidentalis,Tricellaria occidentalis:991043
ASV_71:224cc16214157959ebeb16aea2b4fbd411bac25c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,232,4,4,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Ascidiacea;Phlebobranchia;Ascidiidae;Phallusia;Phallusia mammillata,Phallusia mammillata:59560
ASV_72:28b694d2853ea4feb5b8b3255cc12e1b79a6275f,0,0,0,2,0,4,1,3,1,1,5,0,0,0,0,0,0,22,7,0,73,0,59,33,47,62,0,21,0,11,3,2,0,15,0,0,0,1,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;Stephanodiscus agassizensis,Stephanodiscus agassizensis:382367
ASV_73:2cda4f77943550d13a2e903363622cf9041a1255,0,0,0,0,16,0,412,118,8,32,68,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila iri,Drosophila iri:30032
ASV_74:30ccb52b5cf63c68953d6b231e76d4390939464a,0,0,1,0,0,0,6,41,0,547,54,0,0,0,0,0,0,0,25,0,0,0,0,0,212,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;Harmothoe impar,Harmothoe impar:46595
ASV_75:350a5ddc87e44f2bbcda468847f043d7a646e3cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,1,485,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Eukaryota;Chordata;Actinopteri;Scombriformes;Gempylidae;Rexea;Rexea nakamurai,Rexea nakamurai:1219339
ASV_76:355a5cca5b89a3589c865568deda4424af424974,0,0,0,0,0,0,126,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Intoshella;Intoshella dictyaulus,Intoshella dictyaulus:2499471
ASV_77:38377a789b6fdeeff3dba1568eecfc27d3cf36e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,21,0,2,68,582,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila variabilis,Drosophila variabilis:1226650
ASV_78:39f2aa8b563162e85c7fff3c26c19094b2ef9b23,0,0,1,0,0,0,0,0,0,0,1,4,4,0,7,40,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,166,0,1,1,0,0,2,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Cerambycidae;Callidiellum;Callidiellum villosulum,Callidiellum villosulum:1483164
ASV_80:4031f60deb89a6c48b71ccfd4168e978ca1267ff,63,11,69,17,23,75,0,20,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,82,Eukaryota;Sporochnales;Phaeophyceae_9;Sporochnales;Sporochnaceae;Carpomitra;Carpomitra costata,Carpomitra costata:66794
ASV_81:4667f9a06b5521d5fa901dc78d92057b2f8e527a,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;Lepidonotus;Lepidonotus squamatus,Lepidonotus squamatus:222003
ASV_82:504bb323e271e1331196edce2abd575e26b1de1e,7,73,12,12,114,13,16,0,28,53,22,0,0,0,0,0,0,23,1,0,2,0,0,0,1,1,1,3,0,0,0,3,0,0,0,0,0,10,9,18,Eukaryota;Arthropoda;Arachnida;Sarcoptiformes;Proctophyllodidae;Anisophyllodes;Anisophyllodes pipromorphae,Anisophyllodes pipromorphae:1897566
ASV_83:5180efe349fea685baea8a6d84930c87a4419e2f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,18,0,45,1,2,329,98,2,0,0,0,99,45,1,0,84,1,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Aphrophoridae;Peuceptyelus;Peuceptyelus minutus,Peuceptyelus minutus:2040463
ASV_84:568d17533c1bcf6ab4203fde5b000d7bff212245,53,9,32,15,7,45,0,0,3,0,0,0,0,0,0,0,0,11,2,0,42,0,8,33,15,19,0,1,0,0,4,1,0,0,0,0,0,57,2,36,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros socialis,Chaetoceros socialis:163503
ASV_85:615e7e3811425c64a1c364acae99c69403fb7ead,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,0,0,53,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Amphibia;Anura;Bufonidae;Melanophryniscus;Melanophryniscus simplex,Melanophryniscus simplex:1707813
ASV_86:645ba218172ba06e16bd9d7fa081d47a8e72bfed,0,0,0,0,0,0,0,1101,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hymenoptera;Cynipidae;Trichagalma;Trichagalma acutissimae,Trichagalma acutissimae:2746638
ASV_87:73f50566eac5ec2d26d32684061435b12c31a0fb,0,6,0,0,394,1,7,11,8,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,1,3,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Obeliidae;Obelia;Obelia dichotoma,Obelia dichotoma:37520
ASV_88:76963bb6b8a63239b465ae6efcb1117bbbcf2f76,0,1,4,0,0,1,1,3,3,0,3,0,0,0,0,0,0,56,10,0,140,0,4,108,20,13,2,10,0,2,0,1,0,0,0,0,0,4,0,3,Eukaryota;Bacillariophyta;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Lithodesmium;Lithodesmium variabile,Lithodesmium variabile:1514138
ASV_89:8a266d5610ec2addfcc694993ef1b8ed842c663e,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Arthropoda;Malacostraca;Decapoda;Potamidae;Sinolapotamon;Sinolapotamon patellifer,Sinolapotamon patellifer:2715824
ASV_90:8bce55d06f8c238815dc4a02df7cb28b04999e0a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,334,1,0,1,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Trichoptera;Leptoceridae;Ylodes;Ylodes simulans,Ylodes simulans:2719101
ASV_91:8f63ed052edcacdae768ca626e5ad742ebb29cda,0,92,1,50,57,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,71,10,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Caprella;Caprella mutica,Caprella mutica:380747
ASV_92:a2d3c9a20607c7c4577b0b13ef54b647fb2fa023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,15,0,19,0,45,0,31,19,3,0,5,0,0,5,0,0,15,0,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Bugulidae;Bugulina;Bugulina fulva,Bugulina fulva:560965
ASV_93:b6d35a805c3f2c6160e0d0a58cc93fa127cf6632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,1,0,1,27,3,2,16,3,77,3,0,88,1,3,20,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Mitrocomidae;Mitrocomella;Mitrocomella brownei,Mitrocomella brownei:661998
ASV_94:c73b86bf0f9bb60fbb3da796543fc38b47a27f6a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,56,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Acrochaetiales;Acrochaetiaceae;Acrochaetium;Acrochaetium catenulatum,Acrochaetium catenulatum:1403456
ASV_95:c7a2c86d566ccee395aa3a9fdc9a0224b98fa718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Myrianida;Myrianida prolifera,Myrianida prolifera:884656
ASV_96:d7681eb1c2d04ce601b49f3c9afdf74aa9f54bf8,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,13,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula ramosissima,Navicula ramosissima:265559
ASV_97:f46b63a4cabe7150bebd0ae97f77f6accb38225c,0,0,0,0,0,0,0,0,0,213,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Echinodermata;Ophiuroidea;Ophiurida;Ophiocomidae;Ophiocomina;Ophiocomina nigra,Ophiocomina nigra:55617
ASV_98:fd2b2571538efabd5b796b15fb9212fd0c673092,0,0,0,0,0,0,422,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Actiniaria;Gonactiniidae;Protanthea;Protanthea simplex,Protanthea simplex:1499606
ASV_99:00c65ca600aeff5120bfacbe634bcfd67bcc9ac9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,384,1,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Lecanoromycetes;Peltigerales;Lobariaceae;Ricasolia;Ricasolia amplissima,Ricasolia amplissima:209564
ASV_100:00e0bb254ce58a02c60c594e81681e164caed6f2,0,0,7,0,2,9,0,1,0,1,1,0,0,0,0,0,0,3,0,0,14,0,25,10,5,29,12,194,3,125,13,18,2,60,7,28,2,1,0,5,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema pseudocostatum,Skeletonema pseudocostatum:41457
ASV_101:01010af9a598f24dc036922a97a5e2ee43332080,0,0,0,0,0,0,0,1,0,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Acanthogammaridae;Hyalellopsis;Hyalellopsis carinata,Hyalellopsis carinata:1842070
ASV_102:01910246b7a3affb0829060328f191202c3a5ebf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,201,7,0,90,0,1,242,0,6,0,0,0,23,0,0,0,6,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Hyalellidae;Hyalella;Hyalella lucifugax,Hyalella lucifugax:1867949
ASV_103:022849bb60a0e3fbc5d2c993f26e4bcf5f2cb629,0,6,0,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,Eukaryota;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula flavolineata,Tipula flavolineata:2719108
ASV_104:02867c8e628f49d6d5996177d7f9c1df62795abf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;Lepus townsendii,Lepus townsendii:63225
ASV_105:0362f854464b526eef4c36495c98b616691a15c9,0,0,0,0,0,0,0,1,0,0,132,0,0,0,0,0,0,190,18,0,15,0,13,79,0,90,4,0,4,0,0,35,0,0,0,0,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Neogastropoda;Drilliidae;Cerodrillia;Cerodrillia cybele,Cerodrillia cybele:1133816
ASV_106:039d6752154a38ffa74cb6adfaae9fc900e6f21f,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Sturnidae;Acridotheres;Acridotheres javanicus,Acridotheres javanicus:451385
ASV_107:03b16d8013ce724531713f820e54dd356c6926c8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,52,0,32,40,0,91,0,0,49,0,0,308,2,3,364,0,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Sessilia;Austrobalanidae;Austrominius;Austrominius modestus,Austrominius modestus:1732093
ASV_108:057de12070ae82e146469b2a4e2708f47a0a992a,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,6,0,0,0,Eukaryota;Saprolegniales;Oomycota_2;Saprolegniales;Saprolegniaceae;Achlya;Achlya hypogyna,Achlya hypogyna:1202772
ASV_109:05d15b3c8bc9efb838954f632d4df89175b6f8c3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,12,15,0,47,1,9,203,0,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Tricellaria;Tricellaria occidentalis,Tricellaria occidentalis:991043
ASV_110:063d816c2a8be5bd4c62189b9698109b7f96b831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,5,290,0,37,25,8,28,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Caprellidae;Phtisica;Phtisica marina,Phtisica marina:371501
ASV_111:06fc88741d2a73adc6a22483ec65659ffa72f958,224,66,4,76,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,204,63,71,Eukaryota;Annelida;Polychaeta;Spionida;Spionidae;Polydora;Polydora cornuta,Polydora cornuta:438488
ASV_112:070cca1dc665a4e4f4dbd826be9034dac4793544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,12,0,7,5,2,59,0,0,8,0,0,39,0,116,15,0,0,0,0,0,Eukaryota;Chordata;Amphibia;Anura;Dendrobatidae;Allobates;Allobates paleovarzensis,Allobates paleovarzensis:1257149
ASV_113:079f88a05c97a6dbd5515273202d0cdd660fcb2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Ampeliscidae;Ampelisca;Ampelisca sarsi,Ampelisca sarsi:1436023
ASV_114:092f9b5802313ac9c2ba8777984d258e41ce17ef,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,7,0,46,0,Eukaryota;Arthropoda;Hexanauplia;Sessilia;Balanidae;Amphibalanus;Amphibalanus improvisus,Amphibalanus improvisus:1220549
ASV_115:0958d7d1a7cec0556030ef9e26fe2cbecf41603d,0,96,0,0,22,2,0,0,3,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,Eukaryota;Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Asterias;Asterias rubens,Asterias rubens:7604
ASV_116:09ad75e9cd8a82792da61e2310018de2c8eae329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Myrianida;Myrianida brachycephala,Myrianida brachycephala:884646
ASV_117:09f9dea5e74056e0a238d014fa5653dbdcd25300,0,24,0,10,27,0,0,45,1,20,211,0,0,0,0,0,0,1,0,0,5,0,33,7,0,32,2,0,5,0,0,5,0,0,10,0,0,0,13,0,Eukaryota;Chordata;Ascidiacea;Phlebobranchia;Ascidiidae;Ascidiella;Ascidiella aspersa,Ascidiella aspersa:201961
ASV_118:0a249ed7ae9d22d8eabdb9a8de5aa60fc855558f,0,0,35,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia hemisphaerica,Clytia hemisphaerica:252671
ASV_119:0c8caf9e33222f3c2bb109e7eadf41ea5efb01e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,1,1,0,38,0,0,0,0,0,0,0,0,0,Eukaryota;Porifera;Demospongiae;Haplosclerida;Niphatidae;Amphimedon;Amphimedon queenslandica,Amphimedon queenslandica:400682
ASV_120:0d2c03c3db7aa74931d447d84ef538be257a26cf,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Eukaryota;Cnidaria;Anthozoa;Actiniaria;Hormathiidae;Hormathia;Hormathia digitata,Hormathia digitata:1163372
ASV_121:0d3925c6c3fdb4e3b8d104d12417d422992dc013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,103,0,0,12,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Eunicida;Dorvilleidae;Ophryotrocha;Ophryotrocha hartmanni,Ophryotrocha hartmanni:169119
ASV_122:0e1558ea3af2ecda9d206b6e49edd29fb04f230c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,429,0,27,0,50,18,235,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Aphroditidae;Aphrodita;Aphrodita australis,Aphrodita australis:2715517
ASV_123:0e17a14c1b0c43decf6dba2d497dc87843a16b9b,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,16,1,346,37,0,0,0,2,0,Eukaryota;Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;Anguilla dieffenbachii,Anguilla dieffenbachii:61127
ASV_124:0f9d1f112adb6f8cfeedcf0451ce48df2ebbcfed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,14,0,2,9,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira pseudonana,Thalassiosira pseudonana:35128
ASV_125:0fc8ed6bc4681c13c0236cca8301ff3687262c77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Porcellanidae;Pisidia;Pisidia longicornis,Pisidia longicornis:874270
ASV_126:10fe240c4e2986d687702beaad0a8b8fa68216bf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;Caloglossa;Caloglossa beccarii,Caloglossa beccarii:131038
ASV_127:127e935b84ad522ac797a0d4abf5f90ff0acaf28,0,5,2,0,0,0,0,160,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Eukaryota;Chordata;Lepidosauria;Squamata;Eublepharidae;Hemitheconyx;Hemitheconyx caudicinctus,Hemitheconyx caudicinctus:96741
