EventID,MaterialSampleID,Gene_COI,Gene_COI_negative_control,Gene_COI_demultiplexed,Gene_COI_comment,Gene_ITS,Gene_ITS_negative_control,Gene_ITS_demultiplexed,Gene_ITS_comment,Gene_18S,Gene_18S_negative_control,Gene_18S_demultiplexed,Gene_18S_comment,OriginalSampleID,ReplicateMaterialSampleID,SequencingRunRepeat,SequencingRunComment
ARMS_SWC_Bjorko1_20200131_20200518,ARMS_SWC_Bjorko1_20200131_20200518_MF500,ERR4914113,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914171,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914055,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Bjorko1_200131-200518_MF500,ARMS_SWC_Bjorko1_20200131_20200518_MF500_r1,first sequencing run,
ARMS_SWC_Bjorko1_20200131_20200518,ARMS_SWC_Bjorko1_20200131_20200518_SF40,ERR4914114,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914172,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914056,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Bjorko1_200131-200518_SF40,ARMS_SWC_Bjorko1_20200131_20200518_SF40_r1,first sequencing run,
ARMS_SWC_Gbg1_20200206_20200520,ARMS_SWC_Gbg1_20200206_20200520_MF100,ERR4914115,ERR4914160,MiSeq (indices) / cutadapt (primers),none,none,none,none,no successful amplification,ERR4914057,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg1_200206-200520_MF100,ARMS_SWC_Gbg1_20200206_20200520_MF100_r1,first sequencing run,
ARMS_SWC_Gbg1_20200206_20200520,ARMS_SWC_Gbg1_20200206_20200520_MF500,ERR4914116,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914174,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914058,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg1_200206-200520_MF500,ARMS_SWC_Gbg1_20200206_20200520_MF500_r1,first sequencing run,
ARMS_SWC_Gbg1_20200206_20200520,ARMS_SWC_Gbg1_20200206_20200520_SF40,ERR4914117,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914175,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914059,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg1_200206-200520_SF40,ARMS_SWC_Gbg1_20200206_20200520_SF40_r1,first sequencing run,
ARMS_SWC_Gbg2_20200206_20200520,ARMS_SWC_Gbg2_20200206_20200520_MF100,ERR4914118,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914176,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914060,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg2_200206-200520_MF100,ARMS_SWC_Gbg2_20200206_20200520_MF100_r1,first sequencing run,
ARMS_SWC_Gbg2_20200206_20200520,ARMS_SWC_Gbg2_20200206_20200520_MF500,ERR4914119,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914177,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914061,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg2_200206-200520_MF500,ARMS_SWC_Gbg2_20200206_20200520_MF500_r1,first sequencing run,
ARMS_SWC_Gbg2_20200206_20200520,ARMS_SWC_Gbg2_20200206_20200520_SF40,ERR4914120,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914178,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914062,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg2_200206-200520_SF40,ARMS_SWC_Gbg2_20200206_20200520_SF40_r1,first sequencing run,
ARMS_SWC_Gbg3_20200206_20200529,ARMS_SWC_Gbg3_20200206_20200529_MF100,ERR4914121,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914179,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914063,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg3_200206-200529_MF100,ARMS_SWC_Gbg3_20200206_20200529_MF100_r1,first sequencing run,
ARMS_SWC_Gbg3_20200206_20200529,ARMS_SWC_Gbg3_20200206_20200529_MF500,ERR4914122,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914180,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914064,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg3_200206-200529_MF500,ARMS_SWC_Gbg3_20200206_20200529_MF500_r1,first sequencing run,
ARMS_SWC_Gbg3_20200206_20200529,ARMS_SWC_Gbg3_20200206_20200529_SF40,ERR4914123,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914181,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914065,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg3_200206-200529_SF40,ARMS_SWC_Gbg3_20200206_20200529_SF40_r1,first sequencing run,
ARMS_SWC_Gbg4_20200206_20200529,ARMS_SWC_Gbg4_20200206_20200529_MF100,ERR4914124,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914182,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914066,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg4_200206-200529_MF100,ARMS_SWC_Gbg4_20200206_20200529_MF100_r1,first sequencing run,
ARMS_SWC_Gbg4_20200206_20200529,ARMS_SWC_Gbg4_20200206_20200529_MF500,ERR4914125,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914183,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914067,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg4_200206-200529_MF500,ARMS_SWC_Gbg4_20200206_20200529_MF500_r1,first sequencing run,
ARMS_SWC_Gbg4_20200206_20200529,ARMS_SWC_Gbg4_20200206_20200529_SF40,ERR4914126,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914184,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914068,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Gbg4_200206-200529_SF40,ARMS_SWC_Gbg4_20200206_20200529_SF40_r1,first sequencing run,
ARMS_SWC_Helsingborg1_20200305_20200604,ARMS_SWC_Helsingborg1_20200305_20200604_MF100,ERR4914127,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914185,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914069,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Helsingborg1_200305-200604_MF100,ARMS_SWC_Helsingborg1_20200305_20200604_MF100_r1,first sequencing run,
ARMS_SWC_Helsingborg1_20200305_20200604,ARMS_SWC_Helsingborg1_20200305_20200604_MF500,ERR4914128,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914186,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914070,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Helsingborg1_200305-200604_MF500,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_r1,first sequencing run,
ARMS_SWC_Helsingborg1_20200305_20200604,ARMS_SWC_Helsingborg1_20200305_20200604_SF40,ERR4914129,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914187,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914071,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Helsingborg1_200305-200604_SF40,ARMS_SWC_Helsingborg1_20200305_20200604_SF40_r1,first sequencing run,
ARMS_SWC_Helsingborg2_20200305_20200604,ARMS_SWC_Helsingborg2_20200305_20200604_MF100,ERR4914130,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914188,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914072,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Helsingborg2_200305-200604_MF100,ARMS_SWC_Helsingborg2_20200305_20200604_MF100_r1,first sequencing run,
ARMS_SWC_Helsingborg2_20200305_20200604,ARMS_SWC_Helsingborg2_20200305_20200604_MF500,ERR4914131,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914189,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914073,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Helsingborg2_200305-200604_MF500,ARMS_SWC_Helsingborg2_20200305_20200604_MF500_r1,first sequencing run,
ARMS_SWC_Helsingborg2_20200305_20200604,ARMS_SWC_Helsingborg2_20200305_20200604_SF40,ERR4914132,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914190,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914074,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Helsingborg2_200305-200604_SF40,ARMS_SWC_Helsingborg2_20200305_20200604_SF40_r1,first sequencing run,
ARMS_SWC_Hjuvik1_20200131_20200518,ARMS_SWC_Hjuvik1_20200131_20200518_MF100,ERR4914133,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914191,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914075,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Hjuvik1_200131-200518_MF100,ARMS_SWC_Hjuvik1_20200131_20200518_MF100_r1,first sequencing run,
ARMS_SWC_Hjuvik1_20200131_20200518,ARMS_SWC_Hjuvik1_20200131_20200518_MF500,ERR4914134,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914192,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914076,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Hjuvik1_200131-200518_MF500,ARMS_SWC_Hjuvik1_20200131_20200518_MF500_r1,first sequencing run,
ARMS_SWC_Hjuvik1_20200131_20200518,ARMS_SWC_Hjuvik1_20200131_20200518_SF40,ERR4914135,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914193,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914077,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Hjuvik1_200131-200518_SF40,ARMS_SWC_Hjuvik1_20200131_20200518_SF40_r1,first sequencing run,
ARMS_SWC_Marstrand1_20200228_20200527,ARMS_SWC_Marstrand1_20200228_20200527_MF100,ERR4914136,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914194,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914078,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Marstrand1_200228-200527_MF100,ARMS_SWC_Marstrand1_20200228_20200527_MF100_r1,first sequencing run,
ARMS_SWC_Marstrand1_20200228_20200527,ARMS_SWC_Marstrand1_20200228_20200527_MF500,ERR4914137,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914195,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914079,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Marstrand1_200228-200527_MF500,ARMS_SWC_Marstrand1_20200228_20200527_MF500_r1,first sequencing run,
ARMS_SWC_Marstrand1_20200228_20200527,ARMS_SWC_Marstrand1_20200228_20200527_SF40,ERR4914138,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914196,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914080,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Marstrand1_200228-200527_SF40,ARMS_SWC_Marstrand1_20200228_20200527_SF40_r1,first sequencing run,
ARMS_SWC_Marstrand2_20200228_20200527,ARMS_SWC_Marstrand2_20200228_20200527_MF100,ERR4914139,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914197,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914081,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Marstrand2_200228-200527_MF100,ARMS_SWC_Marstrand2_20200228_20200527_MF100_r1,first sequencing run,
ARMS_SWC_Marstrand2_20200228_20200527,ARMS_SWC_Marstrand2_20200228_20200527_MF500,ERR4914140,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914198,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914082,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Marstrand2_200228-200527_MF500,ARMS_SWC_Marstrand2_20200228_20200527_MF500_r1,first sequencing run,
ARMS_SWC_Marstrand2_20200228_20200527,ARMS_SWC_Marstrand2_20200228_20200527_SF40,ERR4914141,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914199,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914083,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Marstrand2_200228-200527_SF40,ARMS_SWC_Marstrand2_20200228_20200527_SF40_r1,first sequencing run,
ARMS_SWC_Marstrand3_20200228_20200527,ARMS_SWC_Marstrand3_20200228_20200527_MF100,ERR4914142,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914200,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914084,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Marstrand3_200228-200527_MF100,ARMS_SWC_Marstrand3_20200228_20200527_MF100_r1,first sequencing run,
ARMS_SWC_Marstrand3_20200228_20200527,ARMS_SWC_Marstrand3_20200228_20200527_MF500,ERR4914143,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914201,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914085,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Marstrand3_200228-200527_MF500,ARMS_SWC_Marstrand3_20200228_20200527_MF500_r1,first sequencing run,
ARMS_SWC_Marstrand3_20200228_20200527,ARMS_SWC_Marstrand3_20200228_20200527_SF40,ERR4914144,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914202,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914086,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Marstrand3_200228-200527_SF40,ARMS_SWC_Marstrand3_20200228_20200527_SF40_r1,first sequencing run,
ARMS_SWC_Preemraff1_20200401_20200715,ARMS_SWC_Preemraff1_20200401_20200715_MF100,ERR4914154,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914212,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914096,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Preemraff1_200401-200715_MF100,ARMS_SWC_Preemraff1_20200401_20200715_MF100_r1,first sequencing run,
ARMS_SWC_Preemraff1_20200401_20200715,ARMS_SWC_Preemraff1_20200401_20200715_MF500,ERR4914155,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914213,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914097,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Preemraff1_200401-200715_MF500,ARMS_SWC_Preemraff1_20200401_20200715_MF500_r1,first sequencing run,
ARMS_SWC_Preemraff1_20200401_20200715,ARMS_SWC_Preemraff1_20200401_20200715_SF40,ERR4914156,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914214,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914098,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Preemraff1_200401-200715_SF40,ARMS_SWC_Preemraff1_20200401_20200715_SF40_r1,first sequencing run,
ARMS_SWC_Preemraff2_20200401_20200715,ARMS_SWC_Preemraff2_20200401_20200715_MF100,ERR4914157,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914215,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914099,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Preemraff2_200401-200715_MF100,ARMS_SWC_Preemraff2_20200401_20200715_MF100_r1,first sequencing run,
ARMS_SWC_Preemraff2_20200401_20200715,ARMS_SWC_Preemraff2_20200401_20200715_MF500,ERR4914158,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914216,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914100,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Preemraff2_200401-200715_MF500,ARMS_SWC_Preemraff2_20200401_20200715_MF500_r1,first sequencing run,
ARMS_SWC_Preemraff2_20200401_20200715,ARMS_SWC_Preemraff2_20200401_20200715_SF40,ERR4914159,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914217,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914101,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Preemraff2_200401-200715_SF40,ARMS_SWC_Preemraff2_20200401_20200715_SF40_r1,first sequencing run,
ARMS_SWC_Varberg1_20200213_20200603,ARMS_SWC_Varberg1_20200213_20200603_MF100,ERR4914145,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914203,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914087,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Varberg1_200213-200603_MF100,ARMS_SWC_Varberg1_20200213_20200603_MF100_r1,first sequencing run,
ARMS_SWC_Varberg1_20200213_20200603,ARMS_SWC_Varberg1_20200213_20200603_MF500,ERR4914146,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914204,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914088,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Varberg1_200213-200603_MF500,ARMS_SWC_Varberg1_20200213_20200603_MF500_r1,first sequencing run,
ARMS_SWC_Varberg1_20200213_20200603,ARMS_SWC_Varberg1_20200213_20200603_SF40,ERR4914147,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914205,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914089,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Varberg1_200213-200603_SF40,ARMS_SWC_Varberg1_20200213_20200603_SF40_r1,first sequencing run,
ARMS_SWC_Varberg2_20200213_20200603,ARMS_SWC_Varberg2_20200213_20200603_MF100,ERR4914148,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914206,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914090,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Varberg2_200213-200603_MF100,ARMS_SWC_Varberg2_20200213_20200603_MF100_r1,first sequencing run,
ARMS_SWC_Varberg2_20200213_20200603,ARMS_SWC_Varberg2_20200213_20200603_MF500,ERR4914149,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914207,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914091,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Varberg2_200213-200603_MF500,ARMS_SWC_Varberg2_20200213_20200603_MF500_r1,first sequencing run,
ARMS_SWC_Varberg2_20200213_20200603,ARMS_SWC_Varberg2_20200213_20200603_SF40,ERR4914150,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914208,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914092,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Varberg2_200213-200603_SF40,ARMS_SWC_Varberg2_20200213_20200603_SF40_r1,first sequencing run,
ARMS_SWC_Varberg3_20200213_20200603,ARMS_SWC_Varberg3_20200213_20200603_MF100,ERR4914151,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914209,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914093,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Varberg3_200213-200603_MF100,ARMS_SWC_Varberg3_20200213_20200603_MF100_r1,first sequencing run,
ARMS_SWC_Varberg3_20200213_20200603,ARMS_SWC_Varberg3_20200213_20200603_MF500,ERR4914152,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914210,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914094,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Varberg3_200213-200603_MF500,ARMS_SWC_Varberg3_20200213_20200603_MF500_r1,first sequencing run,
ARMS_SWC_Varberg3_20200213_20200603,ARMS_SWC_Varberg3_20200213_20200603_SF40,ERR4914153,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914211,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914095,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_SWC_Varberg3_200213-200603_SF40,ARMS_SWC_Varberg3_20200213_20200603_SF40_r1,first sequencing run,
ARMS_Svalbard_S1_20180706_20190806,ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH,ERR7127659,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127653 ,ERR7125581,MiSeq (indices),unsuccessful sequencing: no OTUs/ASVs,2019-Svalbard-S1-MF100-EtOH,ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Svalbard_S1_20180706_20190806,ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH,none,none,none,sample not found,none,none,none,discontinued,none,none,none,sample not found,2019-Svalbard-S1-MF100-EtOH,ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Svalbard_S1_20180706_20190806,ARMS_Svalbard_S1_20180706_20190806_MF500_ETOH,ERR7127636,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127637,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127635,ERR7125533,MiSeq (indices) / cutadapt (primers),none,2019-Svalbard-S1-MF500-EtOH,ARMS_Svalbard_S1_20180706_20190806_MF500_ETOH_r1,first sequencing run,
ARMS_Svalbard_S1_20180706_20190806,ARMS_Svalbard_S1_20180706_20190806_SF40_ETOH,ERR7127639,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127640,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127638,ERR7125533,MiSeq (indices) / cutadapt (primers),none,2019-Svalbard-S1-SF-EtOH,ARMS_Svalbard_S1_20180706_20190806_SF40_ETOH_r1,first sequencing run,
ARMS_Svalbard_S1_20190806_20200804,ARMS_Svalbard_S1_20190806_20200804_MF100,ERR7127642,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127643,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127641,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_Svalbard_S1_190806-200804_SF100,ARMS_Svalbard_S1_20190806_20200804_MF100_r1,first sequencing run,
ARMS_Svalbard_S1_20190806_20200804,ARMS_Svalbard_S1_20190806_20200804_MF500,ERR7127645,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127646,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127644,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_Svalbard_S1_190806-200804_SF500,ARMS_Svalbard_S1_20190806_20200804_MF500_r1,first sequencing run,
ARMS_Svalbard_S1_20190806_20200804,ARMS_Svalbard_S1_20190806_20200804_SF40,ERR7127660,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127654,ERR7125581,MiSeq (indices),none,ARMS_Svalbard_S1_190806-200804_SF40,ARMS_Svalbard_S1_20190806_20200804_SF40_r1,first sequencing run,
ARMS_Svalbard_S2_20180708_20190805,ARMS_Svalbard_S2_20180708_20190805_MF100_ETOH,ERR7127648,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127649,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127647,ERR7125533,MiSeq (indices) / cutadapt (primers),none,2019-Svalbard-S2-MF100-EtOH,ARMS_Svalbard_S2_20180708_20190805_MF100_ETOH_r1,first sequencing run,
ARMS_Svalbard_S2_20180708_20190805,ARMS_Svalbard_S2_20180708_20190805_MF500_ETOH,ERR7127661,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127655,ERR7125581,MiSeq (indices),none,2019-Svalbard-S2-MF500-EtOH,ARMS_Svalbard_S2_20180708_20190805_MF500_ETOH_r1,first sequencing run,
ARMS_Svalbard_S2_20180708_20190805,ARMS_Svalbard_S2_20180708_20190805_SF40_ETOH,ERR7127662,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127656,ERR7125581,MiSeq (indices),none,2019-Svalbard-S2-SF-EtOH,ARMS_Svalbard_S2_20180708_20190805_SF40_ETOH_r1,first sequencing run,
ARMS_Svalbard_S2_20190805_20200801,ARMS_Svalbard_S2_20190805_20200801_MF100,ERR7127663,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127657,ERR7125581,MiSeq (indices),none,ARMS_Svalbard_S2_190805-200801_SF100,ARMS_Svalbard_S2_20190805_20200801_MF100_r1,first sequencing run,
ARMS_Svalbard_S2_20190805_20200801,ARMS_Svalbard_S2_20190805_20200801_MF500,ERR7127664,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127658,ERR7125581,MiSeq (indices),none,ARMS_Svalbard_S2_190805-200801_SF500,ARMS_Svalbard_S2_20190805_20200801_MF500_r1,first sequencing run,
ARMS_Svalbard_S2_20190805_20200801,ARMS_Svalbard_S2_20190805_20200801_SF40,ERR7127651,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127652,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127650,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_Svalbard_S2_190805-200801_SF40,ARMS_Svalbard_S2_20190805_20200801_SF40_r1,first sequencing run,
ARMS_TZS_Angbat_20180711_20181106,ARMS_TZS_Angbat_20180711_20181106_MF100_ETOH,ERR7125522,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125518,ERR7125581,MiSeq (indices),none,ANG-MF100-ETOH (2-3),ARMS_TZS_Angbat_20180711_20181106_MF100_ETOH_r1,first sequencing run,
ARMS_TZS_Angbat_20180711_20181106,ARMS_TZS_Angbat_20180711_20181106_MF500_ETOH,ERR4018733,ERR4018737,MiSeq (indices),none,ERR4018731,ERR4018475,MiSeq (indices),none,ERR4605225,ERR4605902,MiSeq (indices) / cutadapt (primers),none,ANG-MF500-ETOH (1),ARMS_TZS_Angbat_20180711_20181106_MF500_ETOH_r1,first sequencing run,
ARMS_TZS_Angbat_20180711_20181106,ARMS_TZS_Angbat_20180711_20181106_SF48_ETOH,ERR7125523,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7125519,ERR7125581,MiSeq (indices),unsuccessful sequencing: no OTUs/ASVs,ANG-PSF-ETOH (8-10),ARMS_TZS_Angbat_20180711_20181106_SF48_ETOH_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_TZS_Angbat_20180711_20181106,ARMS_TZS_Angbat_20180711_20181106_SF48_ETOH,none,none,none,no successful amplification,none,none,none,discontinued,none,none,none,no successful amplification,ANG-PSF-ETOH (8-10),ARMS_TZS_Angbat_20180711_20181106_SF48_ETOH_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
